diagram,size,alternatives,xheight,colours,text
p2934,,,x,"BACKGROUND -------- BLUE LEGEND & BORDER --- WHITE 4. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) CHECK YOUR ||2E~M,,, GISTANCE + 1.57 A V 1.5","Drawing No. P 2934 2.5 sk Before using this drawing, confirm that it has not been superseded. 2.5 aka © CROWN COPYRIGHT NOTES: 1. The legend is from the Transport Medium alphabet at the x—heights shown. 2. The tile outlines do not form part of the signs. 3. COLOURS : Background -—-----— BLUE Legend & Border ——— WHITE 4. DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths. (4sw = x—height) Check your ||2e~m,,, GIStANCE + 1.57 a V 1.5 ||| Aeep your SP) distance VARIANT P2934 Department for Title: Motorway Informatory Signs Issue: Date: | Drawn by: Dimensions: Drawing No. A: 3.9.04 L.W. Transport SIGNS USED IN CONJUCTION WITH a: Approved by: Now 4 P 9934 CHEVRON ROAD MARKINGS Cc: R.M. "
p2933,,,x,"BACKGROUND ------------ BLUE - LEGEND, SYMBOL & BORDER --- WHITE . : . . . X--HT 5. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER } - . DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) GE ADPAL","Drawing No. Related Drawing © CROWN COPYRIGHT P 2933] S 60 i NOTES: 1. The legend is from the Transport Medium alphabet at the x—heights shown. 2. Symbol details are given on drawing S 60. 2.5 2.5 1.5 3. The tile outlines do not form part of the sign. | | - | - > —— 4. COLOURS : Background ------------ BLUE — Legend, Symbol & Border ——— WHITE . : . . . x—-ht 5. DIMENSIONS : x—heights are in millimetres, other } — . dimensions are in stroke widths. (4sw = x—height) Ge adpal 300 ma — 300 max a aN XN J aN 22 1.51 2.5 i] w, T - ‘ cr Before using this drawing, confirm P2933 that it has not been superseded. Title: ‘ Issue: Date: | Drawn by: Dimensions: Drawing No. Motorway Informatory Sign yt 9 Transpo, for y y Sig A. 3008 eM - ransport | Keep APART TWO CHEVRONS | ®: wooed ’y:! oes | P 2933 Cc: R.M. "
p2032,,,x,BACKGROUND --- DARK GREEN LETTER ‘R’ ---- WHITE BORDER ------ YELLOW // \\ 4. THE PROPORTIONS ARE THE SAME FOR ALL SIZES OF SIGN. 5. SEE DRAWING P 2130 FOR THE NON-PRIMARY ROUTE RING ROAD REPEATER SIG,"Drawing No. © CROWN COPYRIGHT NOTES: 1. The letter ‘R’ is from the Transport Medium alphabet at the x—heights shown. 2. The tile outline does not form part of the sign. P*— 250 min — 600 max —= 3. COLOURS : Background --- DARK GREEN Letter ‘R’ ---- WHITE Border —----— YELLOW // \\ 4. The proportions are the same for all sizes of sign. 5. See drawing P 2130 for the non—primary route ring road repeater sign. i letter ht : 300 min x—height 720 175 min max 420 max . 125 min 500 max 62.5 min 150 max \S i 40r min a 96r max 20 min 48 max Before using this drawing, confirm P2032 that it has not been superseded. Title: Informatory Sign Issue: Date: Drawn by : Dimensions : | Drawing No. Department for yng epa tme t fo A: 15.7.94 S.P. Transport PRIMARY ROUTE RING ROAD REPEATER SIGN B: 3.9.04] Approved by:| MILLIMETRES Pp 20 3? Cc: 11.11.11 R.M. "
p972,,,x,"BACKGROUND BROWN | LEGEND, SYMBOL & BORDER --- WHITE 4 A } 1 5. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER EQUAL TR DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) 6. THE SIGN FACE MAY BE CURV","Drawing No. Related Drawing © CROWN COPYRIGHT P 972|_S$ 25 NOTES: 1. The legend is from the Transport Medium alphabet at the x—heights shown. 2. Bus symbol details are given on drawing S 25. {ae 64 3. The tile outlines do not form part of the sign. —| 6 | 50 1 6 be 4. COLOURS : Background BROWN | Legend, Symbol & Border —-- WHITE 4 A } 1 5. DIMENSIONS : x—heights are in millimetres, other Equal tr dimensions are in stroke widths. (4sw = x—height) 6. The sign face may be curved. ] ( } ( } ( ) 7. See section 12 in Chapter 7 of the Traffic Signs 16.25 Manual for further details of time plate design. , When the time period is varied or omitted, the ©) ©) overall size of the sign is adjusted as appropriate. 60 Equal iJ Photostop only |» 4, 10 (30) ;_| Photostop only | t - A om en Mw 2 T! Oam-4pm |, y +8 1.5 1.5 Before using this drawing, confirm P972 that it has not been superseded. Department for Title: Tourist Informatory Sign Issue: Date: | Drawn by: Dimensions: Drawing No. A: 11.7.94 S.P. SEE Transport BUS PHOTOSTOP 5: 1895| apprond oy:| noes | P O72 Cc: 15.11.04 R.M. "
p857,,,x,BACKGROUND --- WHITE LEGEND -------- WHITE SYMBOL -- - WHITE BORDER -- - BROWN (TOURIST INFORMATION) BORDER ------ BLUE (GENERAL INFORMATION) . DIMENSIONS : X-HEIGHTS AND DIMENSIONS WHERE INDICATED,"Before using this drawing, confirm that it has not been superseded. 2.5 + - BROWN Tourist information , 5 Drawing No. Related Drawing P 857|_11 i 2.5 2.5 14 2.5 4 7 f 25mm radius Va x-ht 50 min NOTES: 100 max © CROWN COPYRIGHT . The legend is from the Transport Medium alphabet at the x—heights shown. . Details of the tourist Information symbol are given on drawing T 1. . The tile outlines do not form part of the signs. . COLOURS : Background ——— WHITE Legend —---—-—— WHITE Symbol —— — WHITE Border —— — BROWN (Tourist information) Border -----— BLUE (General information) . DIMENSIONS : x—heights and dimensions where indicated are in millimetres. Other dimensions are in stroke widths. (4sw = x—height) Transport FOR PEDESTRIANS 1800 mm max WHITE > 50mm BLUE max VARIANT P857 Department for Title : Informatory Signs Issue: Date: | Drawn by: Dimensions: Drawing No. INFORMATION BOARD Av 3.8.94 SP. SEE B: 15.11.04 | Approved by: NOTE 5 Pp 8 5 7 R.M. "
p2501,,,x,"BACKGROUND LEGEND & BORDER - ‘P’ SYMBOL & ARROW --- WHITE 5. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) L+2 12 L A 23 4- 4, 2.5 1) FT : -- 6.","Drawing No. P 2501 Related Drawing S 43 © CROWN COPYRIGHT NOTES: 1. The legend is from the Transport Medium alphabet at the x—heights shown. 2. ‘P’ symbol details are given on drawing S 43. 3. The tile outlines do not form part of the signs. 4. COLOURS : Background Legend & Border — ‘P’ symbol & Arrow —-— WHITE 5. DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths. (4sw = x—height) L+2 12 L a 23 4— 4, 2.5 1) FT : —- 6.5 rf ~ p- 4.5 400 Ty] {oO yards |, | » x | . 4 8 O >» im 33-5 4. 13fh il mile 100 x—ht ft << |e f— (150) ate (200) + 2.5 2.5 Se 2.5 2.5 Before using this drawing, confirm P2501 that it has not been superseded. Department for Title: Directional Signs Issue: Date: | Drawn by: Dimensions: Drawing No. PARKING PLACE AHEAD Ai 305.95} SP. SEE Transport AND VARIANTS c. 11.11.04 Approved by! NOTE 5 P 2501 "
p801,500,250 375 625 750 1000 250 625 750 1000,,BACKGROUND ---------- BLUE SYMBOL & BORDER --- WHITE,"Drawing No. © CROWN COPYRIGHT NOTES:— 1. All dimensions for the 500mm sign shall be 230 P 801 (250) (375) 500 (625) (750) (1000) | 131 |e 285 =| 66 (( )) | 88r 62 (250) tr 500 4 (625) 380 62 (750) (1000) Y 16r } —=| 80 eH o- 80 + P801 varied proportionally for the bracketed sign sizes. . Symbol details for use on regulatory and directional signs are given on dwg S 43. . COLOURS : Background —---—-—-—— BLUE Symbol & Border ——— WHITE Before using this drawing, confirm that it has not been superseded. Department for Transport Title: Informatory Sign PARKING PLACE Issue: A: B: Cc: Date: | Drawn by: 11.7.94 S.P. 15.7.03 | Approved by: R.M. Dimensions: Drawing No. MILLIMETRES P 8 O 1 "
p2713x1,,,x,"SIGN BACKGROUND ------ BLUE TILE BACKGROUND ------ ORANGE BORDER, DISTANCE & 'P’ SYMBOL ----- WHITE ‘SOS’ & TELEPHONE ---- BLACK . DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN ST","Drawing No. Sa ee 83 Before using this drawing, confirm Pp 271 3.1 & 4 that it has not been superseded. Sheet 1 of 3 EMERGENCY TELEPHONE DETAIL OF TILE DESIGN AT_A PARKING PLACE Equal Equal 8 4— 2.5 tr I [) 17 1 2.5 _ 53.5 y 17 4 rlh4 eq |] C9) | | “2 matle ||s00— ot : (125) iat al (150) 2.5 (200) P2713x1-1 VARIANT: EMERGENCY TELEPHONE ONLY a NOTES: 1. © CROWN COPYRIGHT The distance is from the Transport Medium alphabet at the x—heights shown. ‘SOS’ is from the Transport Heavy alphabet and is dimensioned in stroke widths relating to the distance x—height. . Symbol details are given on drawings S 41 (tile B) and S 43. . The tile outlines do not form part of the signs. . COLOURS : Sign background —-——-— BLUE Tile background -—--—— ORANGE Border, distance & 'P’ symbol —---— WHITE ‘SOS’ & telephone ---— BLACK . DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths. (4sw = distance x—height) . See sheets 2 and 3 for other variants. 2.5 1 mile 4b 4b 2.5 2.5 Department for Transport Title : Informatory Signs EMERGENCY TELEPHONE AHEAD Issue: A: B: Cc: Date: 7.6.95 29.3.05 Drawn by: S.P. Approved by: R.M. Dimensions: Drawing No. see P 2/13.1 NOTES Sheet 1 of 3 "
p2713,,,,- EQUAL -- 35 - -- 35 - BACKGROUND ------ WHITE Q MOTORWAYS SYMBOL & ARROW --- BLUE 7 7 BACKGROUND ------- WHITE PRIMARY ROUTES SYMBOL & ARROW --- GREEN _ BACKGROUND ------- WHITE NON-PRIMARY ROUTES S,"Drawing No. Related Drawing © CROWN COPYRIGHT P 2713|_S$ 41 NOTES: 1. Symbol details are given on drawing S 41 (Tile A). 2. The tile outline does not form part of the signs. 3. The proportions of the arrow remain the same when the length is varied within the range shown. Arrow 4. COLOURS: — Equal -— 35 — -— 35 — Background ----—- WHITE q MOTORWAYS Symbol & Arrow ——— BLUE 7 7 Background —-----— WHITE PRIMARY ROUTES Symbol & Arrow ——— GREEN _ Background —-----— WHITE NON-PRIMARY ROUTES See row 2o~ BLACK 50 50 —— —— 16 min 20 max 32 min VARIANT 40 max Smallest arrow shown Largest arrow shown (See note 3) (See note 3) Before using this drawing, confirm P2713 that it has not been superseded. Department for Title: Emergency Signs ‘seve: loves oe LW Dimensions: Drawing No. DIRECTION TO EMERGENCY TELEPHONE : i” ia ranspor B: 2.11.04] Approved by:| MILLIMETRES P 2713 ON SAME SIDE OF THE ROAD c: RM. "
p2714,,,x,BACKGROUND --- ORANGE LEGEND & SYMBOL ----- WHITE OR BLACK THE POSITION OF THE ALPHANUMERIC CHARACTERS (OTHER THAN SOS) MAY BE ADJUSTED HORIZONTALLY TO SUIT THE NUMERALS USED. AOSS ROHE \ QE,"Drawing No. Related Drawing S 41 (©) CROWN COPYRIGHT P 2/714 NOTES: 1 The legend is from the Transport Medium (White letters) or Transport Heavy (Black letters) alphabet at the letter height shown. Details of the telephone symbol are given on drawing S 41 (Tile A). The tile outlines do not form part of the sign. COLOURS : Background ——— ORANGE Legend & Symbol —-——— WHITE or BLACK The position of the alphanumeric characters (other than SOS) may be adjusted horizontally to suit the numerals used. AOSS Rohe \ qe \}D 225 20 Lee 15 \ 4h fens See > a 70 letter ht SO x—ht ~~ Before using this drawing, confirm P2714 that it has not been superseded. Title: Emergency Sign Issue: Date: Drawn by: Dimensions: Drawing No. Department for A 19.7.94 S.P. SIDE OF B 2.11.04 Approved by MILLIMETRES Transport EMERGENGY TELEPHONE BOX P 2/14 Cc R.M. "
p2715,,,x,BACKGROUND ----------- ORANGE LEGEND & SYMBOL ------- WHITE OR BLACK 5. THE POSITION OF THE ALPHANUMERIC CHARACTERS (OTHER THAN SOS) MAY BE ADJUSTED HORIZONTALLY TO SUIT THE NUMERALS USED. 88 LETTE,"Drawing No. Related Drawing P 2715|_S 41 © CROWN COPYRIGHT NOTES: 1. The legend is from the Transport Medium (White letters) or Transport Heavy (Black letters) alphabet at the letter height shown. 2. Details of the telephone symbol are given on drawing S 41 (Tile A). 3. The tile outlines do not form part of the sign. 4. COLOURS : Background ----------— ORANGE Legend & Symbol ------— WHITE or BLACK 5. The position of the alphanumeric characters (other than SOS) may be adjusted horizontally to suit the numerals used. 88 letter ht 88 62.5 letter ht approx x—ht Before using this drawing, confirm P2715 that it has not been superseded. Title: Emergency Sign Issue: Date: | Drawn by: Dimensions: Drawing No. Department for Transport BACK OF 5: 21104] appro P 2715 B: 2.11.04 rove: :| MILLIMETRES EMERGENGY TELEPHONE BOX | ¢. “PPro OY "
p2718,,,x,"BACKGROUND --- BLUE . . LEGEND --- UI L1 BORDER - BE AA BE 4. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER 1 DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) R IF | R 11! \! D) DIYE JO.B.4 7 1 AL","Drawing No. Before using this drawing, confirm © CROWN COPYRIGHT NP 426 that it has not been superseded. NOTES: 1. The legend is from the Transport Medium alphabet at the x—heights shown. 2. The tile outlines do not form part of the sign. min 2.5 min 2.5 3. COLOURS : Background ——— BLUE . . Legend --— ui L1 Border - be aa be 4. DIMENSIONS : x—heights are in millimetres, other 1 dimensions are in stroke widths. (4sw = x—height) r if | r 11! \! D) diye Jo.b.4 7 1 AL AY 1.5 Tr rR x-ht 3 JA 100 min L Joe.t.4s 15 + 140 max L re ee iam a t 1. °F yy, 1.5 te ab f L2 L2 min 2.5 min 2.5 NP426 Title: a ; ; ; ""i ions: ; . Department for itle Informatory Sign issue hres Prowey Dimensions Drawing No. : . SEE Transport | road numpBer & REFERENCE | 8 21503] sorrows ry] SE, | NP 426 C: 02.2.10 JB "
p2712,,,x,LEGEND ------~~ WHITE CENTRE PANEL --- GREEN (FORMERLY 65 LIGHT GREEN) 4 BORDER ------- YELLOW 40 L) .-D VARIANT 62.5 X-HT SEE NOTE 2 E) E) 310 475 1 50 . 62.5 X-HT R [= IR [P 62.5 X-HT ° ° {O) - A ©),"Drawing No. © CROWN COPYRIGHT P 2712 ; NOTES: 1. The legend is from the Transport Medium alphabet at the x—heights shown. 2. Where the second line of legend is too long to fit 550 inside the panel the x—height is reduced to 50mm. The vertical spacing is adjusted as shown. —- 65 420 65 —_ 3. The tile outlines do not form part of the sign. ! 4. COLOURS : Legend —-----~~ WHITE Centre panel —-— GREEN (formerly 65 LIGHT GREEN) 4 Border ------— YELLOW 40 L) .-D VARIANT 62.5 x-ht see Note 2 e) e) 310 475 1 50 . 62.5 x-ht r [= IR [P 62.5 x—ht ° ° {o) - a ©) O s+ “cps onn je age | | No.456 | | san Before using this drawing, confirm P2712 that it has not been superseded. Title: Issue: Date: Drawn by : Dimensions : | Drawing No. Emergency Signs y 9g Department for gency Sig A: 7.6.95 SP. Transport | Fire RENDEZVOUS POINT | &% 2tto#] seers oye] MLuETRES | P D742 Cc: 11.11.11 R.M. "
p878,,,x,"LEGEND, SYMBOL & BORDER --- BLACK BACKGROUND ------------- WHITE, 5. DIMENSIONS : X-HEIGHT I ILLIMETRES, OTH ; UD 20 + UD 1.5 DIMENSIONS ORE, IN ‘STROKE “WIDTHS. (4SW = >-HEIGHT) TL 6. SEE SHEETS 2 TO","Drawing No. Related drawing © CROWN COPYRIGHT heet 878 ° S58 P 1 of 5 NOTES:— 1. The legend is from the Transport Heavy alphabet at the x-heights shown. 2. Details of the camera symbol are given on drawing S 58. 3. The tile outlines do not form part of the signs. 4. COLOURS : Legend, Symbol & Border -—— BLACK Background -—----------— WHITE, 5. DIMENSIONS : x—height i illimetres, oth ; ud 20 + ud 1.5 dimensions ore, in ‘stroke “widths. (4sw = >-height) tL 6. See sheets 2 to 5 for variants. ost (7 A) ¥ tT © 1.51 16 iin 1s I O L sale 4 5 5 1.5r ual Trattic || 7 ‘| Uratific —j} x-ht sg x- sett we : somn || Signal comm || SIgmMalll 3 _|| CAaMeras ,|| Cameras qual = al ale wel 4} 20 4] 2.5 2.5 2.5 2.5 P878-1 Before using this drawing, confirm that it has not been superseded. Department for Transport Title: Informatory Signs TRAFFIC SIGNAL CAMERAS and VARIANTS Issue: Date: Drawn by : Dimensions : | Drawing No. A: 2.1.04 R.M. B: 11.11.11 | Approved by: NOI s P 8/8 c: R.M. sheet 1 of 5 "
p880,,,,MAIN BACKGROUND BLUE 20 BORDER -------- WHITE CAMERA SYMBOL BLACK ©) 10R 1) CAMERA PANEL --~--- WHITE SPEED LIMIT ROUNDEL BACKGROUND --- WHITE NUMERALS ---- BLACK BORDER ------ RED 720 6 WHITE EDG,"Drawing No. © CROWN COPYRIGHT P 880 420 NOTES: — 1. Details of the camera symbol are given on drawing S 58. Related Drawings 2. Details of the speed limit roundel are given on drawing S58 & 290 P 670. The diameter is 300mm. The 6mm white edge is added to the outside of the roundel. 30 mph is the only P 670 20 250 | speed limit that may be shown. | 3. The tile outlines do not form part of the sign. ZA ~~ 4. COLOURS : Main Background BLUE 20 Border -—--—--— WHITE Camera Symbol BLACK ©) 10r 1) Camera Panel —-~--— WHITE SPEED LIMIT ROUNDEL Background ——— WHITE Numerals —--— BLACK Border -----— RED 720 6 White edge Before using this drawing, confirm P880 that it has not been superseded. Title: Informatory Sign Issue: Date: | Drawn by: Dimensions: Drawing No. Department for y sig y 9 SPEED CAMERA AHEAD Av 147.03) RM. ranspor . roorowa by:] MuLMETRES | PP BRO AND REMINDER OF 30 MPH SPEED LIMIT c: RM. "
p880x1,450,1440,,"MAIN BACKGROUND - BLUE BORDER --------- - WHITE (7 \\ 90 CAMERA SYMBOL - BLACK 30 ¥, CAMERA PANEL ------- WHITE (- 15R NATIONAL SPEED LIMIT ROUNDEL © BACKGROUND ---- WHITE DIAGONAL BAR ---- BLACK 300","Drawing No. © CROWN COPYRIGHT P 880.1 630 NOTES: 1. Details of the camera symbol are given on drawing S 58. 5 840 Related Drawings ( ) 2. Details of the national speed limit roundel are given on S58 & 435 drawing P 671. P67) 30 3. All dimensions for the 1080mm high sign shall be varied | proportionally for the 1440mm high sign. 375 4. COLOURS : Main Background — BLUE Border —-—---——— — WHITE (7 \\ 90 Camera Symbol — BLACK 30 ¥, Camera Panel -—----— WHITE (— 15r NATIONAL SPEED LIMIT ROUNDEL © Background —--— WHITE Diagonal Bar ——-— BLACK 300 360 5. The 1080mm high sign is for use on single carriageway roads. The 1440mm sign is for use on dual carriageway roads. X 90-1080 (1440) 450 30r fb ie 7) 90 50 Before using this drawing, confirm P880x1 that it has not been superseded. Department for itle Informatory Sign Issue pete Prewn by Dimensions Drawing No. SPEED CAMERA AHEAD and REMINDER OF . “— Transport e: rooroved by:| MLLIMETRES | P QRBO. NATIONAL SPEED LIMIT ON AN UNLIT ROAD] ¢: RM. . "
p827x1,,,x,LEGEND & BORDER --- WHITE BACKGROUND ------- BLUE 520 (780) H SYMBOL ----- WHITE ET 7 > 16R (45) F (75) (24) SB 7 16 ~~ 500 120 (180) (450) 550 (24) ! 500 44 (66) (795) (450),"Drawing No (©) CROWN COPYRIGHT P 827.1 NOTES: 1 The legend is from the Transport Medium alphabet at the x—heights shown The tile outlines do not form part of the sign COLOURS Legend & Border ——— WHITE Background —-————— BLUE 520 (780) H symbol —-—-— WHITE et 7 > 16r (45) F (75) (24) sb 7 16 ~~ 500 120 (180) (450) 550 (24) ! 500 44 (66) (795) (450) 136 (204) | tI (No A&E 50 x—ht setae Mm 240 (360) (24) beveeeees J) (75) “IE “Pat be Pe H details (39) (48) (48) (48) (39) Before using this drawing, confirm P827x1 that it has not been superseded Title Informatory Sign Issue Date Drawn by Dimensions Drawing No Department for A 2.8.94 S.P HOSPITAL B MILLIMETRES Transport 16.8.04 | Approved by P O2/.1 No Accident & Emergency Cc R.M "
p775,,,x,"BACKGROUND 17.5 MIN ------- WHITE LEGEND & BORDER --- BLACK X-HT ! NE WY, --~ ~-- 10 MIN 20 MAX","Drawing No. P 775 338 min 676 max © CROWN COPYRIGHT NOTES: — 1. The legend is from the Transport Heavy alphabet at 10r min ""= KEEP 390 mx || CROSSING I (< > 25 min the x—heights shown. 2. The tile outlines do not form part of the sign. 3. COLOURS : Background 17.5 min ------- WHITE Legend & Border ——— BLACK x—ht ! Ne wy, —-~ ~-- 10 min 20 max Before using this drawing, confirm P775 that it has not been superseded. Title: Inf t Si Issue: Date: | Drawn by: Dimensions: Drawing No. Department for nformatory Sign a: tao0a| SP. Transpor t KEEP CROSSING CLEAR B: 8.7.04 | Approved by:| MILLIMETRES | = D777 Cc: R.M. "
p783,,,x,"BACKGROUND ------- BLUE LEGEND & BORDERS --- WHITE 2.6 2.5 2.5 4. DIMENSIONS : X-HEIGHTS IN MILLIMETRES, OTHER _ RF > F > - DIMENSIONS IN STROKE WIDTHS. (4SW = X-HEIGHT) 1 - )) = 2.5 DRIVERS OF LONG","Drawing No. Before using this drawing, confirm p 783 that it has not been superseded. © CROWN COPYRIGHT NOTES: 1. The legend is from the Transport Medium alphabet at the x—heights shown. 2. The tile outlines do not form part of the signs. 3. COLOURS : Background —-----— BLUE Legend & Borders ——— WHITE 2.6 2.5 2.5 4. DIMENSIONS : x—heights in millimetres, other _ rf > f > — dimensions in stroke widths. (4sw = x—height) 1 - )) = 2.5 DRIVERS OF LONG | | LOW VEHICLES ||—om _,, e 100 max phone .» before crossing if Ne —— 1.5 aol aaa 1.5 2.5 OR SLOW WEHICLES VARIANT P783 Department for ne UTON e NG issues Date: Drown by: Dimensions: | Drawing No. Transport PERMISSION TO CROSS e703] repos y:] SEE NOTE 4) P78 S "
