code,name,family,file,size,diagram,notes
2203,Direction and distance to a tourist attraction,Direction And Tourist Signs,DIRECTION_AND_DISTANCE_TO_A_TOURIST_ATTRACTION_2203.svg,3510x660 mm,2203.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
T203,Tourist symbol for England only : museum or art gallery,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_ONLY_MUSEUM_OR_ART_GALLERY_T203.svg,3471x3102 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
T101,Tourist symbol for England and Wales: national Trust property,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_AND_WALES_NATIONAL_TRUST_PROPERTY_T101.svg,3095x3090 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
T115,Tourist symbol for England and Wales: nature reserve,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_AND_WALES_NATURE_RESERVE_T115.svg,3653x2560 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
T127,Tourist symbol for England and Wales: site with Roman remains,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_AND_WALES_SITE_WITH_ROMAN_REMAINS_T127.svg,3105x3095 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
T153,Tourist symbol for England and Wales: safari park,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_AND_WALES_SAFARI_PARK_T153.svg,2213x1191 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
T114,Tourist symbol for England and Wales: peasure or theme park,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_AND_WALES_PEASURE_OR_THEME_PARK_T114.svg,4295x2785 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
T1,Tourist symbol for England and Wales: tourist Information Point or Centre,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_AND_WALES_TOURIST_INFORMATION_POINT_OR_CENT_T1.svg,3095x3095 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2202,Junction ahead leading to a tourist attraction,Direction And Tourist Signs,JUNCTION_AHEAD_LEADING_TO_A_TOURIST_ATTRACTION_2202.svg,3190x900 mm,2202.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2209,Historic castle tourist attraction 10 miles ahead,Direction And Tourist Signs,HISTORIC_CASTLE_TOURIST_ATTRACTION_10_MILES_AHEAD_2209.svg,5130x3510 mm,2209.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2209V,Tourist attraction ahead is closed,Direction And Tourist Signs,TOURIST_ATTRACTION_AHEAD_IS_CLOSED_2209V.svg,5130x3510 mm,2209.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
T137,Tourist symbol for England and Wales: cricket ground,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_AND_WALES_CRICKET_GROUND_T137.svg,1276x1446 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
T142,Tourist symbol for England and Wales: cycle hire,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_AND_WALES_CYCLE_HIRE_T142.svg,1446x1361 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
T201,Tourist symbol for England only: Tourist attraction recognised by a regional tourist board or the English Tourist Board,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_ONLY_TOURIST_ATTRACTION_RECOGNISED_BY_A_REG_T201.svg,3014x2993 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
T140,Tourist symbol for England and Wales: fishing,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_AND_WALES_FISHING_T140.svg,1446x1446 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
T138,Tourist symbol for England and Wales: football ground,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_AND_WALES_FOOTBALL_GROUND_T138.svg,1446x1446 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
T134,Tourist symbol for England and Wales: golf course,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_AND_WALES_GOLF_COURSE_T134.svg,1361x1446 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
T136,Tourist symbol for England and Wales: motor sport,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_AND_WALES_MOTOR_SPORT_T136.svg,1191x1446 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
T135,Tourist symbol for England and Wales: race course,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_AND_WALES_RACE_COURSE_T135.svg,1781x1440 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
T301.1,Tourist symbol for Scotland only: tourist attraction recognised by 'VisitScotland',Direction And Tourist Signs,TOURIST_SYMBOL_FOR_SCOTLAND_ONLY_TOURIST_ATTRACTION_RECOGNISED_BY_VISI_T301.1.svg,1276x1616 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
T148,Tourist symbol for England and Wales: ski slope,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_AND_WALES_SKI_SLOPE_T148.svg,1445x1397 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
T204,Tourist symbol for England only: sports centre,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_ONLY_SPORTS_CENTRE_T204.svg,1446x1446 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2201,Steam railway tourist attraction 100 yards ahead,Direction And Tourist Signs,STEAM_RAILWAY_TOURIST_ATTRACTION_100_YARDS_AHEAD_2201.svg,4330x5350 mm,2201.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
T149,Tourist symbol for England and Wales: ten pin bowling,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_AND_WALES_TEN_PIN_BOWLING_T149.svg,1276x1446 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2212,Direction along a route passing through places of interest recognised by a regional tourist board or the English tourist board,Direction And Tourist Signs,DIRECTION_ALONG_A_ROUTE_PASSING_THROUGH_PLACES_OF_INTEREST_RECOGNISED__2212.svg,4600x3550 mm,2212.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
T401,Tourist symbol for Wales only: Tourist attraction recognised by the Welsh tourist board,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_WALES_ONLY_TOURIST_ATTRACTION_RECOGNISED_BY_THE_WEL_T401.svg,4382x3098 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2313.2,Direction to services with details of the services provided,Direction And Tourist Signs,DIRECTION_TO_SERVICES_WITH_DETAILS_OF_THE_SERVICES_PROVIDED_2313.2.svg,2360x2270 mm,2313.2,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2204,Direction and distance to a Tourist Information point or centre,Direction And Tourist Signs,DIRECTION_AND_DISTANCE_TO_A_TOURIST_INFORMATION_POINT_OR_CENTRE_2204.svg,3880x1000 mm,2204.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2313.1,"Distance ahead to services, with details of the services provided",Direction And Tourist Signs,DISTANCE_AHEAD_TO_SERVICES_WITH_DETAILS_OF_THE_SERVICES_PROVIDED_2313.1.svg,2850x2030 mm,2313.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2205,Location of a Tourist information point or centre,Direction And Tourist Signs,LOCATION_OF_A_TOURIST_INFORMATION_POINT_OR_CENTRE_2205.svg,2910x3920 mm,2205.0,"working drawing p2205 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2314.2,Entrance or junction ahead to services,Direction And Tourist Signs,ENTRANCE_OR_JUNCTION_AHEAD_TO_SERVICES_2314.2.svg,2380x870 mm,2314.2,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2314.1,Entrance or direction to services,Direction And Tourist Signs,ENTRANCE_OR_DIRECTION_TO_SERVICES_2314.1.svg,2140x650 mm,2314.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2301,Camping and caravan site 300 yards ahead,Direction And Tourist Signs,CAMPING_AND_CARAVAN_SITE_300_YARDS_AHEAD_2301.svg,4350x5640 mm,2301.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2302,Camping and caravan site 300 yards in the direction indicated,Direction And Tourist Signs,CAMPING_AND_CARAVAN_SITE_300_YARDS_IN_THE_DIRECTION_INDICATED_2302.svg,7450x3750 mm,2302.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2307,"Distance ahead to parking place with a Tourist Information Point, picnic site, public telephone, public toilets and viewpoint",Direction And Tourist Signs,DISTANCE_AHEAD_TO_PARKING_PLACE_WITH_A_TOURIST_INFORMATION_POINT_PICNI_2307.svg,4740x4250 mm,2307.0,"working drawing p2307 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2505,Directions to different types of parking place from a junction ahead,Direction And Tourist Signs,DIRECTIONS_TO_DIFFERENT_TYPES_OF_PARKING_PLACE_FROM_A_JUNCTION_AHEAD_2505.svg,2760x1888 mm,2505.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2305,Picnic area 150 yards ahead,Direction And Tourist Signs,PICNIC_AREA_150_YARDS_AHEAD_2305.svg,4140x5370 mm,2305.0,"working drawing p2305 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2306,Direction and distance to picnic area,Direction And Tourist Signs,DIRECTION_AND_DISTANCE_TO_PICNIC_AREA_2306.svg,7030x2550 mm,2306.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2303,Managed youth hostel 1 mile ahead,Direction And Tourist Signs,MANAGED_YOUTH_HOSTEL_1_MILE_AHEAD_2303.svg,4120x6430 mm,2303.0,"working drawing p2303 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2304,Youth hostel 200 yards in the direction indicated,Direction And Tourist Signs,YOUTH_HOSTEL_200_YARDS_IN_THE_DIRECTION_INDICATED_2304.svg,5270x1470 mm,2304.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2502,Distance to a commercial vehicles parking place ahead with public toilets and telephones,Direction And Tourist Signs,DISTANCE_TO_A_COMMERCIAL_VEHICLES_PARKING_PLACE_AHEAD_WITH_PUBLIC_TOIL_2502.svg,4475x4065 mm,2502.0,"working drawing p2502 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2510,Direction to a lorry park via a U-turn at a roundabout ahead,Direction And Tourist Signs,DIRECTION_TO_A_LORRY_PARK_VIA_A_U_TURN_AT_A_ROUNDABOUT_AHEAD_2510.svg,2876x1193 mm,2510.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2508,Direction and distance to a multi-storey parking place,Direction And Tourist Signs,DIRECTION_AND_DISTANCE_TO_A_MULTI_STOREY_PARKING_PLACE_2508.svg,3530x1070 mm,2508.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 2 stroked path(s) outlined with Inkscape"
2507,Direction to a parking place available only on the day specified,Direction And Tourist Signs,DIRECTION_TO_A_PARKING_PLACE_AVAILABLE_ONLY_ON_THE_DAY_SPECIFIED_2507.svg,3009x1063 mm,2507.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2506,Direction to a parking place for shoppers and showing the total number of spaces,Direction And Tourist Signs,DIRECTION_TO_A_PARKING_PLACE_FOR_SHOPPERS_AND_SHOWING_THE_TOTAL_NUMBER_2506.svg,4302x1329 mm,2506.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2505.1,General directions to different types of parking place,Direction And Tourist Signs,GENERAL_DIRECTIONS_TO_DIFFERENT_TYPES_OF_PARKING_PLACE_2505.1.svg,3044x2148 mm,2505.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2805,Junction ahead leading to a destination advised for goods vehicles,Direction And Tourist Signs,JUNCTION_AHEAD_LEADING_TO_A_DESTINATION_ADVISED_FOR_GOODS_VEHICLES_2805.svg,2220x1260 mm,2805.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2805V,Junction ahead leading to route advised for goods vehicles,Direction And Tourist Signs,JUNCTION_AHEAD_LEADING_TO_ROUTE_ADVISED_FOR_GOODS_VEHICLES_2805V.svg,2700x1460 mm,2805.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2806,Direction to destination shown of route advised for goods vehicles,Direction And Tourist Signs,DIRECTION_TO_DESTINATION_SHOWN_OF_ROUTE_ADVISED_FOR_GOODS_VEHICLES_2806.svg,6061x2610 mm,2806.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2503,Distance and direction to a parking place ahead from which a 'Park and Ride' scheme operates,Direction And Tourist Signs,DISTANCE_AND_DIRECTION_TO_A_PARKING_PLACE_AHEAD_FROM_WHICH_A_PARK_AND__2503.svg,4307x2449 mm,2503.0,"working drawing p2503 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2504R,Direction to a parking place from which a 'Park and Ride' scheme operates,Direction And Tourist Signs,DIRECTION_TO_A_PARKING_PLACE_FROM_WHICH_A_PARK_AND_RIDE_SCHEME_OPERATE_2504R.svg,4369x1895 mm,2504.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2504T,Direction to a parking place from which a 'Park and Ride' scheme operates,Direction And Tourist Signs,DIRECTION_TO_A_PARKING_PLACE_FROM_WHICH_A_PARK_AND_RIDE_SCHEME_OPERATE_2504T.svg,5455x2277 mm,2504.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2504P,Direction to a parking place from which a 'Park and Ride' scheme operates,Direction And Tourist Signs,DIRECTION_TO_A_PARKING_PLACE_FROM_WHICH_A_PARK_AND_RIDE_SCHEME_OPERATE_2504P.svg,4369x1895 mm,2504.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2703V,Direction of temporary diversion route from junction ahead,Direction And Tourist Signs,DIRECTION_OF_TEMPORARY_DIVERSION_ROUTE_FROM_JUNCTION_AHEAD_2703V.svg,2730x1876 mm,2703.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
S56K,Diversion route symbol: circular,Direction And Tourist Signs,DIVERSION_ROUTE_SYMBOL_CIRCULAR_S56K.svg,1707x1707 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
S56C,Diversion route symbol: square,Direction And Tourist Signs,DIVERSION_ROUTE_SYMBOL_SQUARE_S56C.svg,1707x1707 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2704V,Direction of temporary diversion route,Direction And Tourist Signs,DIRECTION_OF_TEMPORARY_DIVERSION_ROUTE_2704V.svg,2737x1815 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
S56G,Diversion route symbol: Triangular,Direction And Tourist Signs,DIVERSION_ROUTE_SYMBOL_TRIANGULAR_S56G.svg,1920x1707 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2702L,Start of temporary diversion route to the left,Direction And Tourist Signs,START_OF_TEMPORARY_DIVERSION_ROUTE_TO_THE_LEFT_2702L.svg,4474x3202 mm,2702.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2702,Start of temporary diversion route to the right,Direction And Tourist Signs,START_OF_TEMPORARY_DIVERSION_ROUTE_TO_THE_RIGHT_2702.svg,4474x3202 mm,2702.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
