code,file,drawn_size_mm,legend,check,intervene,notes
W5-35-Q01(L),Warning Signs/LANE_SUBTRACTED_YELLOW_DIAMOND_W5-35-Q01(L).svg,848.53x848.53,LANE SUBTRACTED (symbol),ok,,"symbol:qld_w5-35-q01_lanes TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Q-series sheet W5-35-Q01 'Lane subtracted (L & R)' warning sign (2023), both hands drawn with one detail; (L) is the drawn hand, (R) the mirror image. Size A 600 diamond generated (B 750, C 900, D 1200 also tabled): a 600 side drawn as the bounding square 848.53, r 40, b 8 yellow edge + c 16 black border (separate spans on the sheet). Symbol placement: d 316 from the horizontal centreline down to the bottom of the symbol (the lane line's foot), e 204 from the vertical centreline to the straight arrow's outer extreme; overall height f 660 (the detail chain: g 96 below the arrows, h 365 straight arrow, taper t 244 above; j 145 head, k 12, m 176, n 20 line, o 18 gap, p 60 stem, s 100, r1 12, r2 160, r3 300, 45 degrees). The three parts are the sheet PDF's own filled vector paths taken as one symbol (tools/symbols/qld_w5-35-q01_lanes.svg, vec2sym, not traced): on the sheet's 600 sign they are drawn 469.1 x 680.4 with the straight arrow's outer edge exactly e 204 from the centreline but ~3 % larger than the table (line 680 for f 660, straight arrow 182 x 376 for m 176 x h 365), so the group is scaled to f 660 tall (455.3 wide) with its foot at d 316 below the centreline and its outer edge at e 204: box x 172.97, y 80.27. Black on retroreflective yellow."
W5-35-Q01(R),Warning Signs/LANE_SUBTRACTED_YELLOW_DIAMOND_W5-35-Q01(R).svg,848.53x848.53,LANE SUBTRACTED (symbol),ok,,"symbol:qld_w5-35-q01_lanes TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Q-series sheet W5-35-Q01 'Lane subtracted (L & R)' warning sign (2023), both hands drawn with one detail; (L) is the drawn hand, (R) the mirror image. Size A 600 diamond generated (B 750, C 900, D 1200 also tabled): a 600 side drawn as the bounding square 848.53, r 40, b 8 yellow edge + c 16 black border (separate spans on the sheet). Symbol placement: d 316 from the horizontal centreline down to the bottom of the symbol (the lane line's foot), e 204 from the vertical centreline to the straight arrow's outer extreme; overall height f 660 (the detail chain: g 96 below the arrows, h 365 straight arrow, taper t 244 above; j 145 head, k 12, m 176, n 20 line, o 18 gap, p 60 stem, s 100, r1 12, r2 160, r3 300, 45 degrees). The three parts are the sheet PDF's own filled vector paths taken as one symbol (tools/symbols/qld_w5-35-q01_lanes.svg, vec2sym, not traced): on the sheet's 600 sign they are drawn 469.1 x 680.4 with the straight arrow's outer edge exactly e 204 from the centreline but ~3 % larger than the table (line 680 for f 660, straight arrow 182 x 376 for m 176 x h 365), so the group is scaled to f 660 tall (455.3 wide) with its foot at d 316 below the centreline and its outer edge at e 204: box x 172.97, y 80.27. Black on retroreflective yellow."
R4-040-Q05,Speed Signs/Normal Speed Signs/SCHOOL_ARROWS_40_CHECK_YOUR_SPEED_ORANGE_TALL_R4-040-Q05.svg,600x1550,SCHOOL (double arrow) 40 CHECK YOUR SPEED,ok,,"symbol:qld_r4-040-q02_double_arrow TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R4-040-Q05 'School speed limit sign (double arrow)' (issued 2026), the static sign with a CHECK YOUR SPEED panel. Size A generated (target board a1 600 x b1 1550, r3 100, fluorescent orange edge strip c1 75 all round; the white sign a 450 x b 1400, r 45; B and C also tabled). Sections c 300 / d 500 / e 600 = 1400. Plate: f 4 white gap, black border g 12, fluorescent yellow-green inside, r 45 (y 4-300); chain f 4 / x 30 / m 60D SCHOOL / y 120 / n 66 (double-headed arrow, c 300 wide, centred; the R4-040-Q02 vector, tools/symbols/qld_r4-040-q02_double_arrow.svg) / k 20 = 300: SCHOOL cap top 34, arrow y 214-280, x 75-375. Speed: o 150 / p 200D / o 150 = 500: numerals cap top 450, red annulus r2 220 / r1 185 centred (225, 550). Lower panel: blue border g 12 (y 800-1396, the f 4 gap below it as the school zone sheets draw it), white inside, r 45; chain (gap by difference 95) / t 80D CHECK / s 80 / t 80D YOUR / s 80 / t 80D SPEED / u 105 = 600: cap tops 895, 1055, 1215, blue legend. The table's q 325 and z 45 are not used by this sign. Speed 'insert appropriate' (40 shown): 40, 60 and 80 generated, the school limits used in Queensland (Russell: the variants that make sense, not every value). Colours: fluorescent orange (drawn as the pack's orange), fluorescent yellow-green, red, blue, white, black. All elements offset (75, 75) for the target board."
R4-040-Q05,Speed Signs/Normal Speed Signs/SCHOOL_ARROWS_60_CHECK_YOUR_SPEED_ORANGE_TALL_R4-040-Q05.svg,600x1550,SCHOOL (double arrow) 60 CHECK YOUR SPEED,ok,,"symbol:qld_r4-040-q02_double_arrow TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R4-040-Q05 'School speed limit sign (double arrow)' (issued 2026), the static sign with a CHECK YOUR SPEED panel. Size A generated (target board a1 600 x b1 1550, r3 100, fluorescent orange edge strip c1 75 all round; the white sign a 450 x b 1400, r 45; B and C also tabled). Sections c 300 / d 500 / e 600 = 1400. Plate: f 4 white gap, black border g 12, fluorescent yellow-green inside, r 45 (y 4-300); chain f 4 / x 30 / m 60D SCHOOL / y 120 / n 66 (double-headed arrow, c 300 wide, centred; the R4-040-Q02 vector, tools/symbols/qld_r4-040-q02_double_arrow.svg) / k 20 = 300: SCHOOL cap top 34, arrow y 214-280, x 75-375. Speed: o 150 / p 200D / o 150 = 500: numerals cap top 450, red annulus r2 220 / r1 185 centred (225, 550). Lower panel: blue border g 12 (y 800-1396, the f 4 gap below it as the school zone sheets draw it), white inside, r 45; chain (gap by difference 95) / t 80D CHECK / s 80 / t 80D YOUR / s 80 / t 80D SPEED / u 105 = 600: cap tops 895, 1055, 1215, blue legend. The table's q 325 and z 45 are not used by this sign. Speed 'insert appropriate' (40 shown): 40, 60 and 80 generated, the school limits used in Queensland (Russell: the variants that make sense, not every value). Colours: fluorescent orange (drawn as the pack's orange), fluorescent yellow-green, red, blue, white, black. All elements offset (75, 75) for the target board."
R4-040-Q05,Speed Signs/Normal Speed Signs/SCHOOL_ARROWS_80_CHECK_YOUR_SPEED_ORANGE_TALL_R4-040-Q05.svg,600x1550,SCHOOL (double arrow) 80 CHECK YOUR SPEED,ok,,"symbol:qld_r4-040-q02_double_arrow TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R4-040-Q05 'School speed limit sign (double arrow)' (issued 2026), the static sign with a CHECK YOUR SPEED panel. Size A generated (target board a1 600 x b1 1550, r3 100, fluorescent orange edge strip c1 75 all round; the white sign a 450 x b 1400, r 45; B and C also tabled). Sections c 300 / d 500 / e 600 = 1400. Plate: f 4 white gap, black border g 12, fluorescent yellow-green inside, r 45 (y 4-300); chain f 4 / x 30 / m 60D SCHOOL / y 120 / n 66 (double-headed arrow, c 300 wide, centred; the R4-040-Q02 vector, tools/symbols/qld_r4-040-q02_double_arrow.svg) / k 20 = 300: SCHOOL cap top 34, arrow y 214-280, x 75-375. Speed: o 150 / p 200D / o 150 = 500: numerals cap top 450, red annulus r2 220 / r1 185 centred (225, 550). Lower panel: blue border g 12 (y 800-1396, the f 4 gap below it as the school zone sheets draw it), white inside, r 45; chain (gap by difference 95) / t 80D CHECK / s 80 / t 80D YOUR / s 80 / t 80D SPEED / u 105 = 600: cap tops 895, 1055, 1215, blue legend. The table's q 325 and z 45 are not used by this sign. Speed 'insert appropriate' (40 shown): 40, 60 and 80 generated, the school limits used in Queensland (Russell: the variants that make sense, not every value). Colours: fluorescent orange (drawn as the pack's orange), fluorescent yellow-green, red, blue, white, black. All elements offset (75, 75) for the target board."
R4-040-Q07-1,Speed Signs/Normal Speed Signs/TOWNSHIP_ENTRY_50_GATTON_BLUE_TALL_R4-040-Q07-1.svg,1200x1600,50 GATTON (township entry),ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R4-040-Q07_1 'Township entry treatment - one line - short town name' (2025; 8 pages: 2 welcome one line, 3 two lines, 4 welcome two lines, 5 / 6 long names, 7 annulus, 8 examples). Size A 1200 wide generated (B 1500 also tabled): r 100, blue with a white keyline c 20 wide whose inner edge is d 40 from the sign edge (blue edge 20 + white 20, blue field). The speed panel g 760 square, white, centred (x 220-980), per page 7 (R4-040-Q07_7, speed annulus details): panel r 60, red annulus r2 357 outside / r1 285 inside centred (d 380, d 380), numerals c 300D with cap top b 230 (the sheet: 'centre numerals by eye'), page 7's example 60. Chain h 160 / g 760 / (gap by difference 260) / f 160D GATTON / e 260 = 1600: panel y 160-920, GATTON cap top 1180. Township name 'insert appropriate' (the sheet's example generated; names are not varied); speed 'insert appropriate' (60 shown on page 7): 50 and 60 generated, the township entry limits used in Queensland under TN170 (Russell: the variants that make sense, not every value). Blue, white keyline and legend, red annulus, black numerals."
R4-040-Q07-1,Speed Signs/Normal Speed Signs/TOWNSHIP_ENTRY_60_GATTON_BLUE_TALL_R4-040-Q07-1.svg,1200x1600,60 GATTON (township entry),ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R4-040-Q07_1 'Township entry treatment - one line - short town name' (2025; 8 pages: 2 welcome one line, 3 two lines, 4 welcome two lines, 5 / 6 long names, 7 annulus, 8 examples). Size A 1200 wide generated (B 1500 also tabled): r 100, blue with a white keyline c 20 wide whose inner edge is d 40 from the sign edge (blue edge 20 + white 20, blue field). The speed panel g 760 square, white, centred (x 220-980), per page 7 (R4-040-Q07_7, speed annulus details): panel r 60, red annulus r2 357 outside / r1 285 inside centred (d 380, d 380), numerals c 300D with cap top b 230 (the sheet: 'centre numerals by eye'), page 7's example 60. Chain h 160 / g 760 / (gap by difference 260) / f 160D GATTON / e 260 = 1600: panel y 160-920, GATTON cap top 1180. Township name 'insert appropriate' (the sheet's example generated; names are not varied); speed 'insert appropriate' (60 shown on page 7): 50 and 60 generated, the township entry limits used in Queensland under TN170 (Russell: the variants that make sense, not every value). Blue, white keyline and legend, red annulus, black numerals."
R4-040-Q07-2,Speed Signs/Normal Speed Signs/WELCOME_TO_50_GATTON_BLUE_TALL_R4-040-Q07-2.svg,1200x1600,Welcome to 50 GATTON (township entry),ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R4-040-Q07_2 'Township entry treatment - welcome - one line - short town name' (2025). Size A 1200 wide generated (B 1500 also tabled): r 100, blue with a white keyline c 20 wide whose inner edge is d 40 from the sign edge (blue edge 20 + white 20, blue field). The speed panel g 760 square, white, centred (x 220-980), per page 7 (R4-040-Q07_7, speed annulus details): panel r 60, red annulus r2 357 outside / r1 285 inside centred (d 380, d 380), numerals c 300D with cap top b 230 (the sheet: 'centre numerals by eye'), page 7's example 60. Chain e 160 / g 760 / (gap by difference 170) / m 100Em Welcome to / k 90 / f 160D GATTON / e 160 = 1600: panel y 160-920, Welcome to cap top 1090 (lower case Series E modified; word gap 109 measured from the sheet), GATTON 1280. Township name 'insert appropriate' (the sheet's example generated; names are not varied); speed 'insert appropriate' (60 shown on page 7): 50 and 60 generated, the township entry limits used in Queensland under TN170 (Russell: the variants that make sense, not every value). Blue, white keyline and legend, red annulus, black numerals."
R4-040-Q07-2,Speed Signs/Normal Speed Signs/WELCOME_TO_60_GATTON_BLUE_TALL_R4-040-Q07-2.svg,1200x1600,Welcome to 60 GATTON (township entry),ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R4-040-Q07_2 'Township entry treatment - welcome - one line - short town name' (2025). Size A 1200 wide generated (B 1500 also tabled): r 100, blue with a white keyline c 20 wide whose inner edge is d 40 from the sign edge (blue edge 20 + white 20, blue field). The speed panel g 760 square, white, centred (x 220-980), per page 7 (R4-040-Q07_7, speed annulus details): panel r 60, red annulus r2 357 outside / r1 285 inside centred (d 380, d 380), numerals c 300D with cap top b 230 (the sheet: 'centre numerals by eye'), page 7's example 60. Chain e 160 / g 760 / (gap by difference 170) / m 100Em Welcome to / k 90 / f 160D GATTON / e 160 = 1600: panel y 160-920, Welcome to cap top 1090 (lower case Series E modified; word gap 109 measured from the sheet), GATTON 1280. Township name 'insert appropriate' (the sheet's example generated; names are not varied); speed 'insert appropriate' (60 shown on page 7): 50 and 60 generated, the township entry limits used in Queensland under TN170 (Russell: the variants that make sense, not every value). Blue, white keyline and legend, red annulus, black numerals."
R4-040-Q07-3,Speed Signs/Normal Speed Signs/TOWNSHIP_ENTRY_50_MOUNT_LARCOM_BLUE_TALL_R4-040-Q07-3.svg,1200x1800,"50 MOUNT LARCOM (township entry, two lines)",ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R4-040-Q07_3 'Township entry treatment - two lines - town name' (2025). Size A 1200 wide generated (B 1500 also tabled): r 100, blue with a white keyline c 20 wide whose inner edge is d 40 from the sign edge (blue edge 20 + white 20, blue field). The speed panel g 760 square, white, centred (x 220-980), per page 7 (R4-040-Q07_7, speed annulus details): panel r 60, red annulus r2 357 outside / r1 285 inside centred (d 380, d 380), numerals c 300D with cap top b 230 (the sheet: 'centre numerals by eye'), page 7's example 60. Size A 1200 x 1800. Chain h 140 / g 760 / (gap by difference 240) / f 160D MOUNT / k 100 / f 160D LARCOM / e 240 = 1800: panel y 140-900, MOUNT cap top 1140, LARCOM 1400. Township name 'insert appropriate' (the sheet's example generated; names are not varied); speed 'insert appropriate' (60 shown on page 7): 50 and 60 generated, the township entry limits used in Queensland under TN170 (Russell: the variants that make sense, not every value). Blue, white keyline and legend, red annulus, black numerals."
